Model_file,Sequence,Node-Clade,Model_cofactor,Pocket_volume
AncD-4_B084_Mo.pdb,AncD-4,AncD,Mo,1139.75
AncD-4_B085_Mo.pdb,AncD-4,AncD,Mo,1138.875
AncD-4_B086_Mo.pdb,AncD-4,AncD,Mo,1136.75
AncD-4_B087_Mo.pdb,AncD-4,AncD,Mo,1167.375
AncD-4_B088_Mo.pdb,AncD-4,AncD,Mo,1130.875
AncD-4_B089_Mo.pdb,AncD-4,AncD,Mo,1070.5
AncD-4_B090_Mo.pdb,AncD-4,AncD,Mo,1099.25
AncD-4_B091_Mo.pdb,AncD-4,AncD,Mo,1211.5
AncD-4_B092_Mo.pdb,AncD-4,AncD,Mo,1159.375
AncD-4_B093_Mo.pdb,AncD-4,AncD,Mo,1147.75
AncD-4_B094_Mo.pdb,AncD-4,AncD,Mo,1186.75
AncD-4_B095_Mo.pdb,AncD-4,AncD,Mo,1131.75
AncD-4_B096_Mo.pdb,AncD-4,AncD,Mo,970.375
AncD-4_B097_Mo.pdb,AncD-4,AncD,Mo,1104.125
AncD-4_B098_Mo.pdb,AncD-4,AncD,Mo,1161.75
AncD-4_B099_Mo.pdb,AncD-4,AncD,Mo,1109.125
AncD-4_B100_Mo.pdb,AncD-4,AncD,Mo,1210.875
AncD-4_NifD.B99990011.pdb,AncD-4,AncD,Mo,1132.375
AncD-4_NifD.B99990013.pdb,AncD-4,AncD,Mo,1105.875
AncD-4_NifD.B99990019.pdb,AncD-4,AncD,Mo,1116.625
AncD-4_NifD.B99990024.pdb,AncD-4,AncD,Mo,1228.5
AncD-4_NifD.B99990028.pdb,AncD-4,AncD,Mo,1131.625
AncD-4_NifD.B99990033.pdb,AncD-4,AncD,Mo,1194.375
AncD-4_NifD.B99990051.pdb,AncD-4,AncD,Mo,1157.375
AncD-4_NifD.B99990072.pdb,AncD-4,AncD,Mo,1160
AncD-4_NifD.B99990082.pdb,AncD-4,AncD,Mo,1152.875
AncD-4_NifD.B99990089.pdb,AncD-4,AncD,Mo,1206.375
AncD-5_B001_Mo.pdb,AncD-5,AncD,Mo,1164.5
AncD-5_B002_Mo.pdb,AncD-5,AncD,Mo,1159
AncD-5_B003_Mo.pdb,AncD-5,AncD,Mo,1128.5
AncD-5_B004_Mo.pdb,AncD-5,AncD,Mo,1222.5
AncD-5_B005_Mo.pdb,AncD-5,AncD,Mo,1099.375
AncD-5_B006_Mo.pdb,AncD-5,AncD,Mo,1203.875
AncD-5_B007_Mo.pdb,AncD-5,AncD,Mo,1160.125
AncD-5_B008_Mo.pdb,AncD-5,AncD,Mo,1202.5
AncD-5_B009_Mo.pdb,AncD-5,AncD,Mo,1171.75
AncD-5_B010_Mo.pdb,AncD-5,AncD,Mo,1179.875
AncD-5_B011_Mo.pdb,AncD-5,AncD,Mo,1154.375
AncD-5_B012_Mo.pdb,AncD-5,AncD,Mo,1136.5
AncD-5_B013_Mo.pdb,AncD-5,AncD,Mo,1156
AncD-5_B014_Mo.pdb,AncD-5,AncD,Mo,1272.75
AncD-5_B015_Mo.pdb,AncD-5,AncD,Mo,1165.125
AncD-5_B016_Mo.pdb,AncD-5,AncD,Mo,1170.5
AncD-5_B017_Mo.pdb,AncD-5,AncD,Mo,1177.375
AncD-5_B018_Mo.pdb,AncD-5,AncD,Mo,1146.5
AncD-5_B019_Mo.pdb,AncD-5,AncD,Mo,1167.625
AncD-5_B020_Mo.pdb,AncD-5,AncD,Mo,1176.875
AncD-5_B021_Mo.pdb,AncD-5,AncD,Mo,1217.25
AncD-5_B022_Mo.pdb,AncD-5,AncD,Mo,1165.75
AncD-5_B023_Mo.pdb,AncD-5,AncD,Mo,1141.625
AncD-5_B024_Mo.pdb,AncD-5,AncD,Mo,995
AncD-5_B025_Mo.pdb,AncD-5,AncD,Mo,1143.625
AncD-5_B026_Mo.pdb,AncD-5,AncD,Mo,1183.25
AncD-5_B027_Mo.pdb,AncD-5,AncD,Mo,1079
AncD-5_B028_Mo.pdb,AncD-5,AncD,Mo,1177.875
AncD-5_B029_Mo.pdb,AncD-5,AncD,Mo,1140.125
AncD-5_B030_Mo.pdb,AncD-5,AncD,Mo,1214.25
AncD-5_B031_Mo.pdb,AncD-5,AncD,Mo,1104
AncD-5_B032_Mo.pdb,AncD-5,AncD,Mo,1055.25
AncD-5_B033_Mo.pdb,AncD-5,AncD,Mo,1126.625
AncD-5_B034_Mo.pdb,AncD-5,AncD,Mo,1115.5
AncD-5_B035_Mo.pdb,AncD-5,AncD,Mo,1134.125
AncD-5_B036_Mo.pdb,AncD-5,AncD,Mo,1174.125
AncD-5_B037_Mo.pdb,AncD-5,AncD,Mo,1176
AncD-5_B038_Mo.pdb,AncD-5,AncD,Mo,1031.875
AncD-5_B039_Mo.pdb,AncD-5,AncD,Mo,1098.375
AncD-5_B040_Mo.pdb,AncD-5,AncD,Mo,1099.125
AncD-5_B041_Mo.pdb,AncD-5,AncD,Mo,1199.5
AncD-5_B042_Mo.pdb,AncD-5,AncD,Mo,1143.75
AncD-5_B043_Mo.pdb,AncD-5,AncD,Mo,1102.875
AncD-5_B044_Mo.pdb,AncD-5,AncD,Mo,1101.625
AncD-5_B045_Mo.pdb,AncD-5,AncD,Mo,1142.25
AncD-5_B046_Mo.pdb,AncD-5,AncD,Mo,1110.125
AncD-5_B047_Mo.pdb,AncD-5,AncD,Mo,1010
AncD-5_B048_Mo.pdb,AncD-5,AncD,Mo,1124.625
AncD-5_B049_Mo.pdb,AncD-5,AncD,Mo,1094.75
AncD-5_B050_Mo.pdb,AncD-5,AncD,Mo,1103.25
AncD-5_B051_Mo.pdb,AncD-5,AncD,Mo,1150.875
AncD-5_B052_Mo.pdb,AncD-5,AncD,Mo,1238.75
AncD-5_B053_Mo.pdb,AncD-5,AncD,Mo,1133.5
AncD-5_B054_Mo.pdb,AncD-5,AncD,Mo,1134.5
AncD-5_B055_Mo.pdb,AncD-5,AncD,Mo,1210.875
AncD-5_B056_Mo.pdb,AncD-5,AncD,Mo,1140.625
AncD-5_B057_Mo.pdb,AncD-5,AncD,Mo,1137
AncD-5_B058_Mo.pdb,AncD-5,AncD,Mo,1162.75
AncD-5_B059_Mo.pdb,AncD-5,AncD,Mo,1129.125
AncD-5_B060_Mo.pdb,AncD-5,AncD,Mo,1062.625
AncD-5_B061_Mo.pdb,AncD-5,AncD,Mo,1185.875
AncD-5_B062_Mo.pdb,AncD-5,AncD,Mo,1108.5
AncD-5_B063_Mo.pdb,AncD-5,AncD,Mo,1197.75
AncD-5_B064_Mo.pdb,AncD-5,AncD,Mo,1204.375
AncD-5_B065_Mo.pdb,AncD-5,AncD,Mo,1179.125
AncD-5_B066_Mo.pdb,AncD-5,AncD,Mo,1217
AncD-5_B067_Mo.pdb,AncD-5,AncD,Mo,1185.75
AncD-5_B068_Mo.pdb,AncD-5,AncD,Mo,1215.5
AncD-5_B069_Mo.pdb,AncD-5,AncD,Mo,1090.25
AncD-5_B070_Mo.pdb,AncD-5,AncD,Mo,1203.125
AncD-5_B071_Mo.pdb,AncD-5,AncD,Mo,1132.625
AncD-5_B072_Mo.pdb,AncD-5,AncD,Mo,1098.5
AncD-5_B073_Mo.pdb,AncD-5,AncD,Mo,1061.25
AncD-5_B074_Mo.pdb,AncD-5,AncD,Mo,1077.125
AncD-5_B075_Mo.pdb,AncD-5,AncD,Mo,1173.875
AncD-5_B076_Mo.pdb,AncD-5,AncD,Mo,1190.125
AncD-5_B077_Mo.pdb,AncD-5,AncD,Mo,1169.75
AncD-5_B078_Mo.pdb,AncD-5,AncD,Mo,1117.875
AncD-5_B079_Mo.pdb,AncD-5,AncD,Mo,1157.125
AncD-5_B080_Mo.pdb,AncD-5,AncD,Mo,1212.5
AncD-5_B081_Mo.pdb,AncD-5,AncD,Mo,1157
AncD-5_B082_Mo.pdb,AncD-5,AncD,Mo,1171.625
AncD-5_B083_Mo.pdb,AncD-5,AncD,Mo,1130
AncD-5_B084_Mo.pdb,AncD-5,AncD,Mo,1204.25
AncD-5_B085_Mo.pdb,AncD-5,AncD,Mo,1159.375
AncD-5_B086_Mo.pdb,AncD-5,AncD,Mo,1120.875
AncD-5_B087_Mo.pdb,AncD-5,AncD,Mo,1094.75
AncD-5_B088_Mo.pdb,AncD-5,AncD,Mo,1139.5
AncD-5_B089_Mo.pdb,AncD-5,AncD,Mo,1152.375
AncD-5_B090_Mo.pdb,AncD-5,AncD,Mo,1149.75
AncD-5_B091_Mo.pdb,AncD-5,AncD,Mo,1141.5
AncD-5_B092_Mo.pdb,AncD-5,AncD,Mo,1166.625
AncD-5_B093_Mo.pdb,AncD-5,AncD,Mo,1147.125
AncD-5_B094_Mo.pdb,AncD-5,AncD,Mo,1178.25
AncD-5_B095_Mo.pdb,AncD-5,AncD,Mo,1102.125
AncD-5_B096_Mo.pdb,AncD-5,AncD,Mo,1174.5
AncD-5_B097_Mo.pdb,AncD-5,AncD,Mo,1181
AncD-5_B098_Mo.pdb,AncD-5,AncD,Mo,1162.25
AncD-5_B099_Mo.pdb,AncD-5,AncD,Mo,1111
AncD-5_B100_Mo.pdb,AncD-5,AncD,Mo,1151.625
AncD-5_NifD.B99990004.pdb,AncD-5,AncD,Mo,1124.625
AncD-5_NifD.B99990013.pdb,AncD-5,AncD,Mo,1163
AncD-5_NifD.B99990014.pdb,AncD-5,AncD,Mo,1122.25
AncD-5_NifD.B99990038.pdb,AncD-5,AncD,Mo,1093.625
AncD-5_NifD.B99990048.pdb,AncD-5,AncD,Mo,1153.375
AncD-5_NifD.B99990052.pdb,AncD-5,AncD,Mo,1141
AncD-5_NifD.B99990076.pdb,AncD-5,AncD,Mo,1220.5
AncD-5_NifD.B99990080.pdb,AncD-5,AncD,Mo,981.875
AncD-5_NifD.B99990097.pdb,AncD-5,AncD,Mo,1180.125
AncD-5_NifD.B99990100.pdb,AncD-5,AncD,Mo,1103.125
AncE-1_B001_Mo.pdb,AncE-1,AncE,Mo,1098.125
AncE-1_B002_Mo.pdb,AncE-1,AncE,Mo,1134
AncE-1_B003_Mo.pdb,AncE-1,AncE,Mo,1096.125
AncE-1_B004_Mo.pdb,AncE-1,AncE,Mo,1117.625
AncE-1_B005_Mo.pdb,AncE-1,AncE,Mo,1162.125
AncE-1_B006_Mo.pdb,AncE-1,AncE,Mo,1087.875
AncE-1_B007_Mo.pdb,AncE-1,AncE,Mo,1089.5
AncE-1_B008_Mo.pdb,AncE-1,AncE,Mo,1079.125
AncE-1_B009_Mo.pdb,AncE-1,AncE,Mo,1048.25
AncE-1_B010_Mo.pdb,AncE-1,AncE,Mo,1122.25
AncE-1_B011_Mo.pdb,AncE-1,AncE,Mo,1159
AncE-1_B012_Mo.pdb,AncE-1,AncE,Mo,1088.125
AncE-1_B013_Mo.pdb,AncE-1,AncE,Mo,1109.375
AncE-1_B014_Mo.pdb,AncE-1,AncE,Mo,1136.125
AncE-1_B015_Mo.pdb,AncE-1,AncE,Mo,1067.375
AncE-1_B016_Mo.pdb,AncE-1,AncE,Mo,1146.625
AncE-1_B017_Mo.pdb,AncE-1,AncE,Mo,1089.25
AncE-1_B018_Mo.pdb,AncE-1,AncE,Mo,1142.875
AncE-1_B019_Mo.pdb,AncE-1,AncE,Mo,1123.125
AncE-1_B020_Mo.pdb,AncE-1,AncE,Mo,1092.625
AncE-1_B021_Mo.pdb,AncE-1,AncE,Mo,1096.375
AncE-1_B022_Mo.pdb,AncE-1,AncE,Mo,1131.125
AncE-1_B023_Mo.pdb,AncE-1,AncE,Mo,1112.5
AncE-1_B024_Mo.pdb,AncE-1,AncE,Mo,1082.125
AncE-1_B025_Mo.pdb,AncE-1,AncE,Mo,1158.625
AncE-1_B026_Mo.pdb,AncE-1,AncE,Mo,1109.75
AncE-1_B027_Mo.pdb,AncE-1,AncE,Mo,1136.25
AncE-1_B028_Mo.pdb,AncE-1,AncE,Mo,1137.125
AncE-1_B029_Mo.pdb,AncE-1,AncE,Mo,1083.5
AncE-1_B030_Mo.pdb,AncE-1,AncE,Mo,1167.875
AncE-1_B031_Mo.pdb,AncE-1,AncE,Mo,1122.125
AncE-1_B032_Mo.pdb,AncE-1,AncE,Mo,1088.5
AncE-1_B033_Mo.pdb,AncE-1,AncE,Mo,1174.25
AncE-1_B034_Mo.pdb,AncE-1,AncE,Mo,1059.625
AncE-1_B035_Mo.pdb,AncE-1,AncE,Mo,1143.125
AncE-1_B036_Mo.pdb,AncE-1,AncE,Mo,1119.625
AncE-1_B037_Mo.pdb,AncE-1,AncE,Mo,1110.375
AncE-1_B038_Mo.pdb,AncE-1,AncE,Mo,1085.875
AncE-1_B039_Mo.pdb,AncE-1,AncE,Mo,1104.125
AncE-1_B040_Mo.pdb,AncE-1,AncE,Mo,1114.75
AncE-1_B041_Mo.pdb,AncE-1,AncE,Mo,1066
AncE-1_B042_Mo.pdb,AncE-1,AncE,Mo,1115.625
AncE-1_B043_Mo.pdb,AncE-1,AncE,Mo,1087.75
AncE-1_B044_Mo.pdb,AncE-1,AncE,Mo,1143
AncE-1_B045_Mo.pdb,AncE-1,AncE,Mo,1148.5
AncE-1_B046_Mo.pdb,AncE-1,AncE,Mo,1148.25
AncE-1_B047_Mo.pdb,AncE-1,AncE,Mo,1133.125
AncE-1_B048_Mo.pdb,AncE-1,AncE,Mo,1102.75
AncE-1_B049_Mo.pdb,AncE-1,AncE,Mo,1094.625
AncE-1_B050_Mo.pdb,AncE-1,AncE,Mo,1067.875
AncE-1_B051_Mo.pdb,AncE-1,AncE,Mo,1088.25
AncE-1_B052_Mo.pdb,AncE-1,AncE,Mo,1067.5
AncE-1_B053_Mo.pdb,AncE-1,AncE,Mo,1065.5
AncE-1_B054_Mo.pdb,AncE-1,AncE,Mo,1132.375
AncE-1_B055_Mo.pdb,AncE-1,AncE,Mo,1170.875
AncE-1_B056_Mo.pdb,AncE-1,AncE,Mo,1111.75
AncE-1_B057_Mo.pdb,AncE-1,AncE,Mo,1087.5
AncE-1_B058_Mo.pdb,AncE-1,AncE,Mo,1122.5
AncE-1_B059_Mo.pdb,AncE-1,AncE,Mo,1096.625
AncE-1_B060_Mo.pdb,AncE-1,AncE,Mo,1097.5
AncE-1_B061_Mo.pdb,AncE-1,AncE,Mo,1122.75
AncE-1_B062_Mo.pdb,AncE-1,AncE,Mo,1129.625
AncE-1_B063_Mo.pdb,AncE-1,AncE,Mo,1140.25
AncE-1_B064_Mo.pdb,AncE-1,AncE,Mo,1103.375
AncE-1_B065_Mo.pdb,AncE-1,AncE,Mo,1126.5
AncE-1_B066_Mo.pdb,AncE-1,AncE,Mo,1109.625
AncE-1_B067_Mo.pdb,AncE-1,AncE,Mo,1091.25
AncE-1_B068_Mo.pdb,AncE-1,AncE,Mo,996.75
AncE-1_B069_Mo.pdb,AncE-1,AncE,Mo,1099.875
AncE-1_B070_Mo.pdb,AncE-1,AncE,Mo,1084.875
AncE-1_B071_Mo.pdb,AncE-1,AncE,Mo,1091.25
AncE-1_B072_Mo.pdb,AncE-1,AncE,Mo,1091.875
AncE-1_B073_Mo.pdb,AncE-1,AncE,Mo,1118.625
AncE-1_B074_Mo.pdb,AncE-1,AncE,Mo,1132.625
AncE-1_B075_Mo.pdb,AncE-1,AncE,Mo,1114.375
AncE-1_B076_Mo.pdb,AncE-1,AncE,Mo,1086.375
AncE-1_B077_Mo.pdb,AncE-1,AncE,Mo,1193.375
AncE-1_B078_Mo.pdb,AncE-1,AncE,Mo,1143.25
AncE-1_B079_Mo.pdb,AncE-1,AncE,Mo,1140.375
AncE-1_B080_Mo.pdb,AncE-1,AncE,Mo,1073.125
AncE-1_B081_Mo.pdb,AncE-1,AncE,Mo,1075
AncE-1_B082_Mo.pdb,AncE-1,AncE,Mo,1093.25
AncE-1_B083_Mo.pdb,AncE-1,AncE,Mo,1058.125
AncE-1_B084_Mo.pdb,AncE-1,AncE,Mo,1100.625
AncE-1_B085_Mo.pdb,AncE-1,AncE,Mo,1116.75
AncE-1_B086_Mo.pdb,AncE-1,AncE,Mo,1089.25
AncE-1_B087_Mo.pdb,AncE-1,AncE,Mo,1124.125
AncE-1_B088_Mo.pdb,AncE-1,AncE,Mo,1130.375
AncE-1_B089_Mo.pdb,AncE-1,AncE,Mo,1036.625
AncE-1_B090_Mo.pdb,AncE-1,AncE,Mo,1128.375
AncE-1_B091_Mo.pdb,AncE-1,AncE,Mo,1169.5
AncE-1_B092_Mo.pdb,AncE-1,AncE,Mo,1102
AncE-1_B093_Mo.pdb,AncE-1,AncE,Mo,1121.375
AncE-1_B094_Mo.pdb,AncE-1,AncE,Mo,1131.75
AncE-1_B095_Mo.pdb,AncE-1,AncE,Mo,1110.375
AncE-1_B096_Mo.pdb,AncE-1,AncE,Mo,1096.125
AncE-1_B097_Mo.pdb,AncE-1,AncE,Mo,1072
AncE-1_B098_Mo.pdb,AncE-1,AncE,Mo,1089.75
AncE-1_B099_Mo.pdb,AncE-1,AncE,Mo,1111.375
AncE-1_B100_Mo.pdb,AncE-1,AncE,Mo,1108.875
AncE-1_NifD.B99990007.pdb,AncE-1,AncE,Mo,1154.375
AncE-1_NifD.B99990019.pdb,AncE-1,AncE,Mo,1074.25
AncE-1_NifD.B99990025.pdb,AncE-1,AncE,Mo,1079.375
AncE-1_NifD.B99990026.pdb,AncE-1,AncE,Mo,1087.375
AncE-1_NifD.B99990033.pdb,AncE-1,AncE,Mo,1108.125
AncE-1_NifD.B99990035.pdb,AncE-1,AncE,Mo,1143
AncE-1_NifD.B99990074.pdb,AncE-1,AncE,Mo,1067.375
AncE-1_NifD.B99990084.pdb,AncE-1,AncE,Mo,1101.625
AncE-1_NifD.B99990086.pdb,AncE-1,AncE,Mo,1100.875
AncE-1_NifD.B99990100.pdb,AncE-1,AncE,Mo,1102.625
AncE-2_B001_Mo.pdb,AncE-2,AncE,Mo,1110
AncE-2_B002_Mo.pdb,AncE-2,AncE,Mo,1081.375
AncE-2_B003_Mo.pdb,AncE-2,AncE,Mo,1058.25
AncE-2_B004_Mo.pdb,AncE-2,AncE,Mo,1106.25
AncE-2_B005_Mo.pdb,AncE-2,AncE,Mo,1086.75
AncE-2_B006_Mo.pdb,AncE-2,AncE,Mo,1129.75
AncE-2_B007_Mo.pdb,AncE-2,AncE,Mo,1097.125
AncE-2_B008_Mo.pdb,AncE-2,AncE,Mo,1151.75
AncE-2_B009_Mo.pdb,AncE-2,AncE,Mo,1096.625
AncE-2_B010_Mo.pdb,AncE-2,AncE,Mo,1089.875
AncE-2_B011_Mo.pdb,AncE-2,AncE,Mo,1105
AncE-2_B012_Mo.pdb,AncE-2,AncE,Mo,1108.875
AncE-2_B013_Mo.pdb,AncE-2,AncE,Mo,1019.5
AncE-2_B014_Mo.pdb,AncE-2,AncE,Mo,1129.75
AncE-2_B015_Mo.pdb,AncE-2,AncE,Mo,1094.25
AncE-2_B016_Mo.pdb,AncE-2,AncE,Mo,1120.5
AncE-2_B017_Mo.pdb,AncE-2,AncE,Mo,1096.125
AncE-2_B018_Mo.pdb,AncE-2,AncE,Mo,1144.875
AncE-2_B019_Mo.pdb,AncE-2,AncE,Mo,1112.625
AncE-2_B020_Mo.pdb,AncE-2,AncE,Mo,1137.375
AncE-2_B021_Mo.pdb,AncE-2,AncE,Mo,1122.875
AncE-2_B022_Mo.pdb,AncE-2,AncE,Mo,1141
AncE-2_B023_Mo.pdb,AncE-2,AncE,Mo,1107.875
AncE-2_B024_Mo.pdb,AncE-2,AncE,Mo,1103.25
AncE-2_B025_Mo.pdb,AncE-2,AncE,Mo,1116.75
AncE-2_B026_Mo.pdb,AncE-2,AncE,Mo,1146.625
AncE-2_B027_Mo.pdb,AncE-2,AncE,Mo,1035.375
AncE-2_B028_Mo.pdb,AncE-2,AncE,Mo,1149.75
AncE-2_B029_Mo.pdb,AncE-2,AncE,Mo,1120.625
AncE-2_B030_Mo.pdb,AncE-2,AncE,Mo,1069.25
AncE-2_B031_Mo.pdb,AncE-2,AncE,Mo,1066.125
AncE-2_B032_Mo.pdb,AncE-2,AncE,Mo,1094.375
AncE-2_B033_Mo.pdb,AncE-2,AncE,Mo,1107
AncE-2_B034_Mo.pdb,AncE-2,AncE,Mo,1147.75
AncE-2_B035_Mo.pdb,AncE-2,AncE,Mo,1117.875
AncE-2_B036_Mo.pdb,AncE-2,AncE,Mo,1116.75
AncE-2_B037_Mo.pdb,AncE-2,AncE,Mo,1071
AncE-2_B038_Mo.pdb,AncE-2,AncE,Mo,1054.875
AncE-2_B039_Mo.pdb,AncE-2,AncE,Mo,1135.875
AncE-2_B040_Mo.pdb,AncE-2,AncE,Mo,1090.25
AncE-2_B041_Mo.pdb,AncE-2,AncE,Mo,1058
AncE-2_B042_Mo.pdb,AncE-2,AncE,Mo,1138
AncE-2_B043_Mo.pdb,AncE-2,AncE,Mo,1081
AncE-2_B044_Mo.pdb,AncE-2,AncE,Mo,1067.25
AncE-2_B045_Mo.pdb,AncE-2,AncE,Mo,1109.875
AncE-2_B046_Mo.pdb,AncE-2,AncE,Mo,1081.125
AncE-2_B047_Mo.pdb,AncE-2,AncE,Mo,1057.5
AncE-2_B048_Mo.pdb,AncE-2,AncE,Mo,1108
AncE-2_B049_Mo.pdb,AncE-2,AncE,Mo,1111.875
AncE-2_B050_Mo.pdb,AncE-2,AncE,Mo,1078.375
AncE-2_B051_Mo.pdb,AncE-2,AncE,Mo,1097.875
AncE-2_B052_Mo.pdb,AncE-2,AncE,Mo,1085.5
AncE-2_B053_Mo.pdb,AncE-2,AncE,Mo,1135.625
AncE-2_B054_Mo.pdb,AncE-2,AncE,Mo,1146
AncE-2_B055_Mo.pdb,AncE-2,AncE,Mo,1054.875
AncE-2_B056_Mo.pdb,AncE-2,AncE,Mo,1114.5
AncE-2_B057_Mo.pdb,AncE-2,AncE,Mo,1125.125
AncE-2_B058_Mo.pdb,AncE-2,AncE,Mo,1053.375
AncE-2_B059_Mo.pdb,AncE-2,AncE,Mo,1094.5
AncE-2_B060_Mo.pdb,AncE-2,AncE,Mo,1139.5
AncE-2_B061_Mo.pdb,AncE-2,AncE,Mo,1097
AncE-2_B062_Mo.pdb,AncE-2,AncE,Mo,1101
AncE-2_B063_Mo.pdb,AncE-2,AncE,Mo,1138.375
AncE-2_B064_Mo.pdb,AncE-2,AncE,Mo,1159.5
AncE-2_B065_Mo.pdb,AncE-2,AncE,Mo,1180.125
AncE-2_B066_Mo.pdb,AncE-2,AncE,Mo,1118.375
AncE-2_B067_Mo.pdb,AncE-2,AncE,Mo,1103.125
AncE-2_B068_Mo.pdb,AncE-2,AncE,Mo,1106.75
AncE-2_B069_Mo.pdb,AncE-2,AncE,Mo,1064.5
AncE-2_B070_Mo.pdb,AncE-2,AncE,Mo,1040.625
AncE-2_B071_Mo.pdb,AncE-2,AncE,Mo,1157.375
AncE-2_B072_Mo.pdb,AncE-2,AncE,Mo,1146.75
AncE-2_B073_Mo.pdb,AncE-2,AncE,Mo,1122.75
AncE-2_B074_Mo.pdb,AncE-2,AncE,Mo,1033.375
AncE-2_B075_Mo.pdb,AncE-2,AncE,Mo,1100.5
AncE-2_B076_Mo.pdb,AncE-2,AncE,Mo,1128.375
AncE-2_B077_Mo.pdb,AncE-2,AncE,Mo,1160.25
AncE-2_B078_Mo.pdb,AncE-2,AncE,Mo,1090.625
AncE-2_B079_Mo.pdb,AncE-2,AncE,Mo,1108.25
AncE-2_B080_Mo.pdb,AncE-2,AncE,Mo,1121.625
AncE-2_B081_Mo.pdb,AncE-2,AncE,Mo,1119.75
AncE-2_B082_Mo.pdb,AncE-2,AncE,Mo,1092.125
AncE-2_B083_Mo.pdb,AncE-2,AncE,Mo,1100.125
AncE-2_B084_Mo.pdb,AncE-2,AncE,Mo,1160.75
AncE-2_B085_Mo.pdb,AncE-2,AncE,Mo,1105.375
AncE-2_B086_Mo.pdb,AncE-2,AncE,Mo,1149.875
AncE-2_B087_Mo.pdb,AncE-2,AncE,Mo,1141.375
AncE-2_B088_Mo.pdb,AncE-2,AncE,Mo,1098.625
AncE-2_B089_Mo.pdb,AncE-2,AncE,Mo,1087.625
AncE-2_B090_Mo.pdb,AncE-2,AncE,Mo,1143.25
AncE-2_B091_Mo.pdb,AncE-2,AncE,Mo,1087.75
AncE-2_B092_Mo.pdb,AncE-2,AncE,Mo,1080
AncE-2_B093_Mo.pdb,AncE-2,AncE,Mo,1155.25
AncE-2_B094_Mo.pdb,AncE-2,AncE,Mo,1094
AncE-2_B095_Mo.pdb,AncE-2,AncE,Mo,1116.25
AncE-2_B096_Mo.pdb,AncE-2,AncE,Mo,1149.375
AncE-2_B097_Mo.pdb,AncE-2,AncE,Mo,1145.75
AncE-2_B098_Mo.pdb,AncE-2,AncE,Mo,1065.5
AncE-2_B099_Mo.pdb,AncE-2,AncE,Mo,1113
AncE-2_B100_Mo.pdb,AncE-2,AncE,Mo,1055.125
AncE-2_NifD.B99990002.pdb,AncE-2,AncE,Mo,1089.5
AncE-2_NifD.B99990008.pdb,AncE-2,AncE,Mo,1064.75
AncE-2_NifD.B99990011.pdb,AncE-2,AncE,Mo,1105
AncE-2_NifD.B99990029.pdb,AncE-2,AncE,Mo,1096.75
AncE-2_NifD.B99990032.pdb,AncE-2,AncE,Mo,1093.875
AncE-2_NifD.B99990056.pdb,AncE-2,AncE,Mo,1126
AncE-2_NifD.B99990069.pdb,AncE-2,AncE,Mo,1070.25
AncE-2_NifD.B99990086.pdb,AncE-2,AncE,Mo,1075.25
AncE-2_NifD.B99990091.pdb,AncE-2,AncE,Mo,1059
AncE-2_NifD.B99990100.pdb,AncE-2,AncE,Mo,1090.375
AncE-4_B001_Mo.pdb,AncE-4,AncE,Mo,1096.375
AncE-4_B002_Mo.pdb,AncE-4,AncE,Mo,1124.75
AncE-4_B003_Mo.pdb,AncE-4,AncE,Mo,1113.25
AncE-4_B004_Mo.pdb,AncE-4,AncE,Mo,1144.5
AncE-4_B005_Mo.pdb,AncE-4,AncE,Mo,1071.75
AncE-4_B006_Mo.pdb,AncE-4,AncE,Mo,1155.75
AncE-4_B007_Mo.pdb,AncE-4,AncE,Mo,1132.75
AncE-4_B008_Mo.pdb,AncE-4,AncE,Mo,1152
AncE-4_B009_Mo.pdb,AncE-4,AncE,Mo,1089.375
AncE-4_B010_Mo.pdb,AncE-4,AncE,Mo,1167.25
AncE-4_B011_Mo.pdb,AncE-4,AncE,Mo,1150
AncE-4_B012_Mo.pdb,AncE-4,AncE,Mo,1132.375
AncE-4_B013_Mo.pdb,AncE-4,AncE,Mo,1084.125
AncE-4_B014_Mo.pdb,AncE-4,AncE,Mo,1080.625
AncE-4_B015_Mo.pdb,AncE-4,AncE,Mo,1078.125
AncE-4_B016_Mo.pdb,AncE-4,AncE,Mo,1084.5
AncE-4_B017_Mo.pdb,AncE-4,AncE,Mo,1158
AncE-4_B018_Mo.pdb,AncE-4,AncE,Mo,1064.125
AncE-4_B019_Mo.pdb,AncE-4,AncE,Mo,1120
AncE-4_B020_Mo.pdb,AncE-4,AncE,Mo,1110.625
AncE-4_B021_Mo.pdb,AncE-4,AncE,Mo,1107.375
AncE-4_B022_Mo.pdb,AncE-4,AncE,Mo,1092.75
AncE-4_B023_Mo.pdb,AncE-4,AncE,Mo,1164.875
AncE-4_B024_Mo.pdb,AncE-4,AncE,Mo,1224.125
AncE-4_B025_Mo.pdb,AncE-4,AncE,Mo,1130
AncE-4_B026_Mo.pdb,AncE-4,AncE,Mo,1161.875
AncE-4_B027_Mo.pdb,AncE-4,AncE,Mo,1105.25
AncE-4_B028_Mo.pdb,AncE-4,AncE,Mo,1189
AncE-4_B029_Mo.pdb,AncE-4,AncE,Mo,1086
AncE-4_B030_Mo.pdb,AncE-4,AncE,Mo,1065
AncE-4_B031_Mo.pdb,AncE-4,AncE,Mo,1074.625
